step,variant_name,total_loss,dpo_loss,warp_loss,warp_loss_forward,warp_loss_backward,lambda_warp,m_w,m_l,m_w_ref,m_l_ref,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,winner_abs_reg,winner_gap_reg,loser_dominant_ratio,grad_norm,adapter_grad_norm,base_grad_norm,adapter_residual_norm,adapter_to_base_ratio,residual_scale,confidence_exponent,gate_mean,flow_conf_mean,valid_flow_ratio,warp_valid_ratio,mean_flow_magnitude,motion_score,motion_bin,lr
1,exp19c_lambda010,0.702388346195221,0.6934249997138977,0.3046875,0.302734375,0.3046875,0.01,0.1097889170050621,0.10687407851219177,0.10977528989315033,0.10683345794677734,0.00020261856843717396,0.00036877632373943925,0.00036877632373943925,0.1097889170050621,0.00042212955304421484,0.0,0.00012560937419633459,0.00012560937419633459,0.0,0.10116134397685528,,0.5,2.0,0.010570315644145012,0.5340576171875,0.6262918710708618,0.031378600746393204,3.3153443336486816,0.04231526693889626,low,1e-05
10,exp19c_lambda010,0.7005907297134399,0.6927989721298218,0.251953125,0.2451171875,0.259765625,0.01,0.10151099413633347,0.1296822726726532,0.10152656584978104,0.129703089594841,-0.00019020108447875828,-0.00020079589739907533,-0.00020079589739907533,0.10151099413633347,0.00019849033560603857,0.0,9.522493567072738e-05,9.522493567072738e-05,0.0,0.030884839477948844,,0.5,2.0,0.004617577418684959,0.3526648283004761,0.5411253571510315,0.052345678210258484,21.356922149658203,0.4646033208436971,high,1e-05
20,exp19c_lambda010,0.706158459186554,0.6940381526947021,0.3359375,0.333984375,0.337890625,0.01,0.1667453646659851,0.1341976523399353,0.1666976809501648,0.1342209130525589,0.0003069839149247855,-0.00019509068806655705,-0.00019509068806655705,0.1667453646659851,0.0004261352587491274,0.0,9.107979863221394e-05,9.107979863221394e-05,0.0,0.057769302278757095,,0.5,2.0,0.004822365939617157,0.5954691171646118,0.678535521030426,0.021646090783178806,3.570413112640381,0.0272805408867067,low,1e-05
30,exp19c_lambda010,0.6971883773803711,0.6925991773605347,0.3125,0.32421875,0.302734375,0.01,0.02331653982400894,0.021857837215065956,0.0233220923691988,0.02185564488172531,-0.00019234427600167692,0.00011190526856807992,0.00011190526856807992,0.02331653982400894,0.00029536933288909495,0.0,0.0002513717297691361,0.0002513717297691361,0.0,0.06558483839035034,,0.5,2.0,0.005510781425982714,0.6393497586250305,0.7056767344474792,0.02026748936623335,5.225071430206299,0.04330730777939738,low,1e-05
40,exp19c_lambda010,0.69620680809021,0.6934643983840942,0.1435546875,0.1328125,0.154296875,0.01,0.02242385409772396,0.019057922065258026,0.022424623370170593,0.01906653493642807,1.6433128621429205e-05,-0.00044073181925341487,-0.00044073181925341487,0.02242385409772396,0.0001869398111011833,0.0,0.00011385104079369427,0.00011385104079369427,0.0,0.018302647105883807,,0.5,2.0,0.00216442858800292,0.18147674202919006,0.4803530275821686,0.02724279835820198,12.452057838439941,0.13093651898103706,medium,1e-05
50,exp19c_lambda010,0.6964802742004395,0.6930102705955505,0.30859375,0.30078125,0.314453125,0.01,0.0028873004484921694,0.0018193402793258429,0.0028899319004267454,0.001825261628255248,-0.000855259015224874,-0.003190215677022934,-0.003190215677022934,0.0028873004484921694,0.0002433797635603696,0.0,0.00014024456212572057,0.00014024456212572057,0.0,0.04613766446709633,,0.5,2.0,0.0036674237344413996,0.20663614571094513,0.3550136387348175,0.027654320001602173,10.299698829650879,0.09282183928537667,medium,1e-05
60,exp19c_lambda010,0.7019956111907959,0.6935162544250488,0.36328125,0.36328125,0.361328125,0.01,0.08841411024332047,0.0935896784067154,0.08840493857860565,0.09359367191791534,0.00013459801266435534,-4.800102033186704e-05,-4.800102033186704e-05,0.08841411024332047,0.00042707304237410426,0.0,0.00013025362689999891,0.00013025362689999891,0.0,0.07199775986373425,,0.5,2.0,0.0031270640902221203,0.6403726935386658,0.6970998644828796,0.020082304254174232,2.259782552719116,0.014479700241926869,low,1e-05
70,exp19c_lambda010,0.6972128748893738,0.692879319190979,0.212890625,0.2099609375,0.2158203125,0.01,0.03925906866788864,0.03135908395051956,0.039264462888240814,0.03136926144361496,-0.00018790246394928545,-0.00031969850533641875,-0.00031969850533641875,0.03925906866788864,0.0002343605156056583,0.0,0.00018527947934507963,0.00018527947934507963,0.0,0.05318708438426256,,0.5,2.0,0.0027134760748595,0.4913823902606964,0.6925160884857178,0.015843620523810387,2.153773069381714,0.016260480567726554,low,1e-05
80,exp19c_lambda010,0.7010831236839294,0.6927355527877808,0.33984375,0.33984375,0.337890625,0.01,0.09368948638439178,0.07712560892105103,0.09370171278715134,0.07711174339056015,-0.0001246700994670391,0.00016294328088406473,0.00016294328088406473,0.09368948638439178,0.0002604009350761771,1.0,0.00010952253278098063,0.00010952253278098063,0.0,0.02984718047082424,,0.5,2.0,0.006394420750439167,0.5482755899429321,0.7086522579193115,0.016419753432273865,1.2500369548797607,0.007418859310402104,low,1e-05
90,exp19c_lambda010,0.6989380717277527,0.6947705745697021,0.31640625,0.31640625,0.31640625,0.01,0.0054628318175673485,0.004962155595421791,0.0054604364559054375,0.004967099986970425,0.0004013808793388307,-0.0009776505175977945,-0.0009776505175977945,0.0054628318175673485,0.0007357601425610483,0.0,0.00010039777530409713,0.00010039777530409713,0.0,0.02717926912009716,,0.5,2.0,0.001350542064756155,0.4380407929420471,0.6507396697998047,0.017530864104628563,3.757115125656128,0.028229704461835925,low,1e-05
100,exp19c_lambda010,0.695595920085907,0.6930947303771973,0.0947265625,0.09375,0.095703125,0.01,0.02621176466345787,0.02503875643014908,0.026214350014925003,0.02504665032029152,-0.00010014006693381816,-0.0003138295141980052,-0.0003138295141980052,0.02621176466345787,0.00024453073274344206,0.0,0.00033731774510110463,0.00033731774510110463,0.0,0.039607093669474125,,0.5,2.0,0.0031577798072248697,0.6818044185638428,0.7374415397644043,0.014320987276732922,0.5382936000823975,0.002644916875144085,low,1e-05
110,exp19c_lambda010,0.7047798037528992,0.6933279037475586,0.40234375,0.408203125,0.396484375,0.01,0.1417863667011261,0.15033859014511108,0.141779825091362,0.1503484845161438,6.868044147267938e-05,-1.1692505722749047e-05,-1.1692505722749047e-05,0.1417863667011261,0.000334287469740957,0.0,0.0001290852974260332,0.0001290852974260332,0.0,0.0516953244805336,,0.5,2.0,0.0012027114862576127,0.5443441867828369,0.6804458498954773,0.019465019926428795,3.459420919418335,0.024168386485465494,low,1e-05
120,exp19c_lambda010,0.704262912273407,0.6931769847869873,0.25390625,0.259765625,0.248046875,0.01,0.16644565761089325,0.2435174286365509,0.1664532721042633,0.24359488487243652,-6.19162165094167e-05,-0.00029309443198144436,-0.00029309443198144436,0.16644565761089325,0.00023067097936291248,0.0,6.87040949803193e-05,6.87040949803193e-05,0.0,0.024704337120056152,,0.5,2.0,0.0029971341136842966,0.40426772832870483,0.5951334834098816,0.023868312127888203,6.457436561584473,0.0605339495042334,medium,1e-05
130,exp19c_lambda010,0.7057536244392395,0.6930446624755859,0.4453125,0.48828125,0.404296875,0.01,0.1600068062543869,0.1518368124961853,0.16000574827194214,0.15182584524154663,-2.4959816073533148e-05,6.620975909754634e-05,6.620975909754634e-05,0.1600068062543869,0.0002531101636122912,1.0,8.561554221110444e-05,8.561554221110444e-05,0.0,0.07523871585726738,,0.5,2.0,0.003216155106201768,0.21025493741035461,0.35583528876304626,0.0488271601498127,46.594329833984375,0.7612916854394214,high,1e-05
140,exp19c_lambda010,0.6994084119796753,0.694507360458374,0.26953125,0.275390625,0.263671875,0.01,0.030651003122329712,0.022663958370685577,0.030633004382252693,0.022659681737422943,0.0005977472756057978,0.00021912818192504346,0.00021912818192504346,0.030651003122329712,0.0006676851189695299,0.0,7.05325484406676e-05,7.05325484406676e-05,0.0,0.024278244469314814,,0.5,2.0,0.0014057636726647615,0.14198188483715057,0.28044283390045166,0.02977366279810667,13.967205047607422,0.09946223495575636,medium,1e-05
150,exp19c_lambda010,0.6951794624328613,0.6929553747177124,0.130859375,0.134765625,0.1279296875,0.01,0.005571105983108282,0.004824237897992134,0.005572483874857426,0.004827114753425121,-0.00023153334041126072,-0.000595485616941005,-0.000595485616941005,0.005571105983108282,0.0006333274068310857,0.0,0.0001458081706085825,0.0001458081706085825,0.0,0.05479143187403679,,0.5,2.0,0.002414703369140625,0.5918420553207397,0.6942955851554871,0.01709876488894224,0.9769556522369385,0.005376876721757725,low,1e-05
160,exp19c_lambda010,0.696463406085968,0.6935510635375977,0.220703125,0.2197265625,0.220703125,0.01,0.007891736924648285,0.005362485069781542,0.007892008870840073,0.005366472527384758,-1.8334889318794012e-05,-0.0007152525940909982,-0.0007152525940909982,0.007891736924648285,0.00030522714951075613,0.0,0.001128737754966775,0.001128737754966775,0.0,0.04193435702472925,,0.5,2.0,0.003392525715753436,0.5951243042945862,0.6804603338241577,0.017818929627537727,1.4445427656173706,0.010070823834573646,low,1e-05
170,exp19c_lambda010,0.6963608264923096,0.6914340853691101,0.423828125,0.4140625,0.43359375,0.01,0.006701295264065266,0.006013019010424614,0.006705141626298428,0.006012558937072754,-0.0006258385838009417,0.0002526756143197417,0.0002526756143197417,0.006701295264065266,0.00034976983442902565,0.0,0.0002752595290196339,0.0002752595290196339,0.0,0.029009928532985896,,0.5,2.0,0.0027481825090944767,0.14573419094085693,0.2754720151424408,0.030349793843925,17.875553131103516,0.11956407048246386,medium,1e-05
180,exp19c_lambda010,0.6958339810371399,0.6928195953369141,0.2109375,0.208984375,0.2138671875,0.01,0.011092797853052616,0.008827487006783485,0.011095637455582619,0.008832861669361591,-0.00028636795468628407,-0.0006147217936813831,-0.0006147217936813831,0.011092797853052616,0.00035403447691351175,0.0,0.0002532842945841937,0.0002532842945841937,0.0,0.086885841563344,,0.5,2.0,0.005537510383874178,0.6439921259880066,0.7076214551925659,0.018806584179401398,1.7984294891357422,0.011325414089721025,low,1e-05
190,exp19c_lambda010,0.6948077082633972,0.6929973363876343,0.0986328125,0.09814453125,0.09912109375,0.01,0.0022825030609965324,0.0022321497090160847,0.002282162895426154,0.0022301175631582737,0.00016329731442965567,0.0009088699007406831,0.0009088699007406831,0.0022825030609965324,0.00071202457183972,1.0,0.00011128686987776687,0.00011128686987776687,0.0,0.03365959972143173,,0.5,2.0,0.004547936841845512,0.6585220694541931,0.7120069265365601,0.014773662202060223,0.07844099402427673,0.00036428360403180474,low,1e-05
200,exp19c_lambda010,0.7005446553230286,0.6929507851600647,0.2734375,0.275390625,0.26953125,0.01,0.08915194869041443,0.14280076324939728,0.0891554206609726,0.14275014400482178,-1.805667852750048e-05,0.0002471475163474679,0.0002471475163474679,0.08915194869041443,0.00040493381675332785,1.0,5.287408793972883e-05,5.287408793972883e-05,0.0,0.03397124819457531,,0.5,2.0,0.002358902944251895,0.6115884780883789,0.6918903589248657,0.01524691330268979,5.427956581115723,0.04855176353921391,low,1e-05
210,exp19c_lambda010,0.7057986855506897,0.6934506297111511,0.404296875,0.439453125,0.369140625,0.01,0.15939389169216156,0.15110349655151367,0.15937624871730804,0.1511203646659851,9.478630818193778e-05,-0.0001030380735755898,-0.0001030380735755898,0.15939389169216156,0.00035007239785045385,0.0,8.638825324333794e-06,8.638825324333794e-06,0.0,0.0035073506442131475,,0.5,2.0,0.0004013677826151252,0.24986471235752106,0.3756251335144043,0.02621399238705635,28.550878524780273,0.22006385289830757,high,1e-05
220,exp19c_lambda010,0.7050044536590576,0.6931858062744141,0.41796875,0.408203125,0.42578125,0.01,0.14657710492610931,0.1508703976869583,0.14657193422317505,0.15086247026920319,3.439391002757475e-05,7.831155380699784e-05,7.831155380699784e-05,0.14657710492610931,0.00030887205502949655,0.0,6.628044939360361e-05,6.628044939360361e-05,0.0,0.0655682235956192,,0.5,2.0,0.0026458404026925564,0.3907897472381592,0.5596318244934082,0.017839505337178707,4.448780059814453,0.028261927850654265,low,1e-05
230,exp19c_lambda010,0.696551501750946,0.693048357963562,0.24609375,0.2451171875,0.2470703125,0.01,0.014093105681240559,0.020085204392671585,0.014092694967985153,0.020080583170056343,1.8684353563003242e-05,0.00023602433793712407,0.00023602433793712407,0.014093105681240559,0.0003418531268835068,1.0,0.00010299858379793249,0.00010299858379793249,0.0,0.021087925881147385,,0.5,2.0,0.0030947448685765266,0.08496865630149841,0.18382282555103302,0.011728395242244005,3.193809747695923,0.0040858974710465705,low,1e-05
240,exp19c_lambda010,0.7012982964515686,0.6929717659950256,0.30078125,0.30078125,0.302734375,0.01,0.10226768255233765,0.10752835124731064,0.10227097570896149,0.10751905292272568,-4.351895040599629e-05,0.0001083286915672943,0.0001083286915672943,0.10226768255233765,0.0002071722410619259,1.0,0.00015750041687643773,0.00015750041687643773,0.0,0.1376129761338234,,0.5,2.0,0.010570315644145012,0.5340576171875,0.6262918710708618,0.031378600746393204,3.3153443336486816,0.04231526693889626,low,1e-05
250,exp19c_lambda010,0.6985064148902893,0.6945940256118774,0.244140625,0.2412109375,0.2470703125,0.01,0.00852908007800579,0.007383556105196476,0.008522843942046165,0.007380216382443905,0.0007064485107548535,0.000522536167409271,0.000522536167409271,0.00852908007800579,0.001044536242261529,0.0,0.00028061440806179436,0.00028061440806179436,0.0,0.047747864000939444,,0.5,2.0,0.005271160043776035,0.4571586847305298,0.6508234739303589,0.02567901276051998,11.890774726867676,0.15201606346048,high,1e-05
260,exp19c_lambda010,0.6979293823242188,0.6933205127716064,0.35546875,0.353515625,0.35546875,0.01,0.012957921251654625,0.011282883584499359,0.012956639751791954,0.011280967853963375,9.71507397480309e-05,0.00011490855104057118,0.00011490855104057118,0.012957921251654625,0.00040567482938058674,0.0,7.781687573311203e-05,7.781687573311203e-05,0.0,0.015888458689460094,,0.5,2.0,0.0010186659637838602,0.3708358407020569,0.6194366216659546,0.015843620523810387,9.003364562988281,0.0645521336012085,medium,1e-05
270,exp19c_lambda010,0.7094725966453552,0.6932141780853271,0.4609375,0.50390625,0.419921875,0.01,0.2289765626192093,0.17806528508663177,0.22897189855575562,0.17806610465049744,2.5777047994779423e-05,-2.9509683372452855e-06,-2.9509683372452855e-06,0.2289765626192093,0.00020144002337474376,0.0,2.1850437021023335e-05,2.1850437021023335e-05,0.0,0.012923482805490494,,0.5,2.0,0.0006591755081899464,0.10076743364334106,0.24139179289340973,0.029691358096897602,39.811302185058594,0.25431878899733285,high,1e-05
280,exp19c_lambda010,0.7002968192100525,0.6936063766479492,0.25390625,0.25390625,0.255859375,0.01,0.07623395323753357,0.046974655240774155,0.07622088491916656,0.04697606712579727,0.00017494273197371513,-3.3222720958292484e-05,-3.3222720958292484e-05,0.07623395323753357,0.0003457929124124348,0.0,3.364537126920487e-05,3.364537126920487e-05,0.0,0.03031206427840516,,0.5,2.0,0.002900464227423072,0.643592119216919,0.6893717646598816,0.020288066007196903,2.1742398738861084,0.013217844966038589,low,1e-05
290,exp19c_lambda010,0.6961586475372314,0.6935142874717712,0.12451171875,0.12451171875,0.12451171875,0.01,0.017882399260997772,0.019321464002132416,0.01788162812590599,0.019324613735079765,7.304381870198995e-05,-0.0002881043474189937,-0.0002881043474189937,0.017882399260997772,0.0005066588055342436,0.0,7.316020618796625e-05,7.316020618796625e-05,0.0,0.01652927564282436,,0.5,2.0,0.0011051723267883062,0.4652700424194336,0.6608549356460571,0.018024691380560398,1.184842586517334,0.006226293440544898,low,1e-05
300,exp19c_lambda010,0.6976944208145142,0.6930198669433594,0.314453125,0.310546875,0.318359375,0.01,0.021972017362713814,0.01819605939090252,0.021971939131617546,0.018192872405052185,-1.1280804756097496e-05,0.0001660363341215998,0.0001660363341215998,0.021972017362713814,0.00043266205466352403,1.0,0.0001820511449894267,0.0001820511449894267,0.0,0.0857673641294241,,0.5,2.0,0.00565233314409852,0.3554583787918091,0.6076793074607849,0.03347736597061157,6.315011024475098,0.09510475162566731,medium,1e-05
310,exp19c_lambda010,0.6973749995231628,0.6932621002197266,0.31640625,0.3046875,0.326171875,0.01,0.0022533992305397987,0.0021366537548601627,0.0022540432401001453,0.00213794969022274,-0.0001379437162540853,-0.000710838008671999,-0.000710838008671999,0.0022533992305397987,0.0008416958153247833,0.0,0.00016906688452893311,0.00016906688452893311,0.0,0.04512683488428593,,0.5,2.0,0.002498221816495061,0.4762653410434723,0.6237383484840393,0.018353909254074097,8.310358047485352,0.0783172812003251,medium,1e-05
320,exp19c_lambda010,0.6986866593360901,0.6943466663360596,0.30859375,0.296875,0.3203125,0.01,0.0049242181703448296,0.005299401469528675,0.004922051914036274,0.005302322097122669,0.0004099619691260159,-0.00025036634178832173,-0.00025036634178832173,0.0049242181703448296,0.0010115036275237799,0.0,4.977747030520221e-05,4.977747030520221e-05,0.0,0.02954452857375145,,0.5,2.0,0.0017953175120055676,0.6097738146781921,0.7171230316162109,0.01693415641784668,3.8880321979522705,0.027719276803758602,low,1e-05
330,exp19c_lambda010,0.6967625021934509,0.6944464445114136,0.1171875,0.11669921875,0.11767578125,0.01,0.008334077894687653,0.006386072374880314,0.008330470882356167,0.006388088688254356,0.00044103761320002377,-0.0003054723492823541,-0.0003054723492823541,0.008334077894687653,0.0007244367152452469,0.0,0.0002191393050974737,0.0002191393050974737,0.0,0.04663043865002692,,0.5,2.0,0.005973374471068382,0.5488095283508301,0.6508204340934753,0.017325103282928467,0.6949496269226074,0.00404770645981501,low,1e-05
340,exp19c_lambda010,0.7017884850502014,0.6932064890861511,0.373046875,0.375,0.37109375,0.01,0.09271702170372009,0.088149294257164,0.09271535277366638,0.08814655244350433,2.7824979042634368e-05,1.801920006982982e-05,1.801920006982982e-05,0.09271702170372009,0.00022295342932920903,0.0,4.653568785441405e-05,4.653568785441405e-05,0.0,0.037880122661590576,,0.5,2.0,0.004914011340588331,0.5845353007316589,0.6953137516975403,0.01761316880583763,0.9461253881454468,0.004817077044709943,low,1e-05
350,exp19c_lambda010,0.6980416178703308,0.6922497749328613,0.30859375,0.3125,0.306640625,0.01,0.04958907887339592,0.061031442135572433,0.04961013048887253,0.0610504150390625,-0.0004550027661025524,-0.00037948100361973047,-0.00037948100361973047,0.04958907887339592,0.000230153338634409,0.0,0.00010428367789570382,0.00010428367789570382,0.0,0.058172005228698254,,0.5,2.0,0.00279054488055408,0.45474639534950256,0.650148332118988,0.0192592591047287,4.600341320037842,0.02808300102066212,low,1e-05
360,exp19c_lambda010,0.6965951919555664,0.692695140838623,0.30078125,0.302734375,0.30078125,0.01,0.007971269078552723,0.00625317357480526,0.007971958257257938,0.006250325590372086,-7.032834400888532e-05,0.0004521991068031639,0.0004521991068031639,0.007971269078552723,0.0004955165786668658,1.0,0.0003088447058630672,0.0003088447058630672,0.0,0.04153592512011528,,0.5,2.0,0.006394420750439167,0.5482755899429321,0.7086522579193115,0.016419753432273865,1.2500369548797607,0.007418859310402104,low,1e-05
370,exp19c_lambda010,0.6994202733039856,0.6926673650741577,0.37109375,0.376953125,0.3671875,0.01,0.05595335736870766,0.04648691788315773,0.05596352368593216,0.04648427292704582,-0.00017733564891386777,6.327232404146343e-05,6.327232404146343e-05,0.05595335736870766,0.0002473475178703666,0.0,0.00032560422311768243,0.00032560422311768243,0.0,0.15272503346204758,,0.5,2.0,0.010796577669680119,0.35915228724479675,0.48114392161369324,0.03934156335890293,21.469566345214844,0.3851625885238336,high,1e-05
380,exp19c_lambda010,0.7012260556221008,0.693463921546936,0.275390625,0.27734375,0.2734375,0.01,0.0920879989862442,0.08894578367471695,0.09206842631101608,0.088918536901474,0.00020672415848821402,0.00032361585181206465,0.00032361585181206465,0.0920879989862442,0.00041116925422102213,0.0,8.893299012495679e-05,8.893299012495679e-05,0.0,0.036965079605579376,,0.5,2.0,0.0052427565678954124,0.6408964991569519,0.6952950358390808,0.015843620523810387,1.279646873474121,0.005832752818219793,low,1e-05
390,exp19c_lambda010,0.6992899179458618,0.6928852200508118,0.25390625,0.25390625,0.25390625,0.01,0.0736733004450798,0.14983806014060974,0.07368353009223938,0.1498255878686905,-0.00012632826110348105,-8.444982813671231e-05,-8.444982813671231e-05,0.0736733004450798,0.00018807561718858778,0.0,0.00012966134662462182,0.00012966134662462182,0.0,0.05276598781347275,,0.5,2.0,0.003392525715753436,0.5951243042945862,0.6804603338241577,0.017818929627537727,1.4445427656173706,0.010070823834573646,low,1e-05
400,exp19c_lambda010,0.7006368637084961,0.6938213109970093,0.31640625,0.318359375,0.314453125,0.01,0.06362240016460419,0.06329302489757538,0.06360290199518204,0.06327598541975021,0.00033369235461577773,0.00025880822795443237,0.00025880822795443237,0.06362240016460419,0.00047590024769306183,0.0,0.00016336445565872773,0.00016336445565872773,0.0,0.07411013543605804,,0.5,2.0,0.0100991390645504,0.5973686575889587,0.6499071717262268,0.019897119142115116,1.9077751636505127,0.014132927889354841,low,1e-05
410,exp19c_lambda010,0.7145164012908936,0.6929941177368164,0.28125,0.27734375,0.283203125,0.01,0.36905038356781006,0.37814873456954956,0.3690764904022217,0.3781343400478363,-4.8780475481180474e-05,5.2368395699886605e-05,5.2368395699886605e-05,0.36905038356781006,0.00026211398653686047,1.0,2.90529000937802e-05,2.90529000937802e-05,0.0,0.07336450926959515,,0.5,2.0,0.002383735729381442,0.4436855912208557,0.6805109977722168,0.017407407984137535,3.59214448928833,0.028864502427460758,low,1e-05
420,exp19c_lambda010,0.6977567076683044,0.6932804584503174,0.2373046875,0.2373046875,0.2373046875,0.01,0.03314843028783798,0.023281307891011238,0.033143483102321625,0.023273374885320663,0.00013557454803958535,0.00033520383294671774,0.00033520383294671774,0.03314843028783798,0.0004384299973025918,0.0,7.038867840108636e-05,7.038867840108636e-05,0.0,0.04166221525520086,,0.5,2.0,0.002358902944251895,0.6115884780883789,0.6918903589248657,0.01524691330268979,5.427956581115723,0.04855176353921391,low,1e-05
430,exp19c_lambda010,0.6986455321311951,0.6934298872947693,0.29296875,0.294921875,0.291015625,0.01,0.03853566572070122,0.029306495562195778,0.0385349839925766,0.02931745909154415,5.028716986998916e-05,-0.0002477196976542473,-0.0002477196976542473,0.03853566572070122,0.0003591813729144633,0.0,0.0003872108247296589,0.0003872108247296589,0.0,0.08913305588066578,,0.5,2.0,0.004822365939617157,0.5954691171646118,0.678535521030426,0.021646090783178806,3.570413112640381,0.0272805408867067,low,1e-05
440,exp19c_lambda010,0.6985486149787903,0.6922897100448608,0.33984375,0.34375,0.3359375,0.01,0.0502551905810833,0.047917380928993225,0.05026424676179886,0.047875408083200455,-0.0001343448820989579,0.0008411019807681441,0.0008411019807681441,0.0502551905810833,0.00034346652682870626,1.0,0.0002315416363620891,0.0002315416363620891,0.0,0.10165782272815704,,0.5,2.0,0.0047400109469890594,0.5193545818328857,0.6411964893341064,0.028086419217288494,7.703596591949463,0.11774117346539877,medium,1e-05
450,exp19c_lambda010,0.6957356929779053,0.6931244730949402,0.0703125,0.06884765625,0.0712890625,0.01,0.031234528869390488,0.02699407935142517,0.031232984736561775,0.026987560093402863,5.1112016080878675e-05,0.0002447024453431368,0.0002447024453431368,0.031234528869390488,0.0003475929261185229,1.0,0.00015069741107854854,0.00015069741107854854,0.0,0.04274127259850502,,0.5,2.0,0.004547936841845512,0.6585220694541931,0.7120069265365601,0.014773662202060223,0.07844099402427673,0.00036428360403180474,low,1e-05
460,exp19c_lambda010,0.7115536332130432,0.6929211616516113,0.36328125,0.37109375,0.357421875,0.01,0.297292023897171,0.4335573613643646,0.29732078313827515,0.4336215555667877,-0.00010998016659868881,-7.630964682903141e-05,-7.630964682903141e-05,0.297292023897171,0.00013623281847685575,0.0,2.358736816928929e-05,2.358736816928929e-05,0.0,0.065315131098032,,0.5,2.0,0.0016473191790282726,0.5459138751029968,0.6599814891815186,0.019094649702310562,2.6461825370788574,0.017328717216540692,low,1e-05
470,exp19c_lambda010,0.6998898386955261,0.6947577595710754,0.365234375,0.384765625,0.345703125,0.01,0.007529811933636665,0.006334721110761166,0.00752504076808691,0.006333580706268549,0.0006856669788248837,0.00018155468569602817,0.00018155468569602817,0.007529811933636665,0.0011087543098255992,0.0,0.0004256236652082008,0.0004256236652082008,0.0,0.0979055343195796,,0.5,2.0,0.008110749535262585,0.4353393316268921,0.5721318125724792,0.049444444477558136,27.09123420715332,0.6635852514069039,high,1e-05
480,exp19c_lambda010,0.7049121260643005,0.6931784152984619,0.2392578125,0.2451171875,0.2333984375,0.01,0.1846814751625061,0.6672232151031494,0.18468952178955078,0.6674251556396484,-5.616124326479621e-05,-0.00027388895978219807,-0.00027388895978219807,0.1846814751625061,0.00010402715270174667,0.0,9.073233207460039e-05,9.073233207460039e-05,0.0,0.06367140542715788,,0.5,2.0,0.004855224397033453,0.45580077171325684,0.6612955927848816,0.021975308656692505,2.735058069229126,0.02236538588602607,low,1e-05
490,exp19c_lambda010,0.6976231932640076,0.6932756304740906,0.29296875,0.259765625,0.326171875,0.01,0.021822018548846245,0.015330231748521328,0.021822426468133926,0.015333571471273899,-6.370013579726219e-06,-0.00022612257453147322,-0.00022612257453147322,0.021822018548846245,0.00032675746479071677,0.0,9.242154743074941e-05,9.242154743074941e-05,0.0,0.03191276451252634,,0.5,2.0,0.0021164773497730494,0.3178124725818634,0.44789376854896545,0.03421810641884804,42.260494232177734,0.5257722833428924,high,1e-05
500,exp19c_lambda010,0.698138415813446,0.6942339539527893,0.244140625,0.251953125,0.2373046875,0.01,0.01416967436671257,0.011838091537356377,0.014164526015520096,0.011840194463729858,0.00038725530612282455,-0.0001790707465261221,-0.0001790707465261221,0.01416967436671257,0.0007546170381829143,0.0,0.00021418286479753143,0.00021418286479753143,0.0,0.06076504449174536,,0.5,2.0,0.005271160043776035,0.4571586847305298,0.6508234739303589,0.02567901276051998,11.890774726867676,0.15201606346048,high,1e-05
